n_prev,n_new,model,balanced_accuracy,f1_macro,recall_macro,specificity_macro,roc_auc_macro,confusion_matrix
250,50,MLP_original,0.9529703011752292,0.9542355040434253,0.9529703011752292,0.9925915965442432,0.9985698920479805,"[[1542, 0, 10, 1, 43, 0], [0, 1830, 10, 0, 251, 5], [1, 1, 10522, 3, 410, 6], [1, 0, 8, 2948, 182, 2], [1, 2, 4, 2, 3603, 3], [1, 2, 8, 0, 110, 6528]]"
250,50,RF_latent_zero,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,50,MLP_latent_zero,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,50,RF_few,0.7981678528510973,0.7877667260137727,0.7981678528510973,0.9786406795922385,0.965312915182754,"[[71, 0, 1224, 300, 0, 1], [0, 1832, 13, 245, 3, 3], [1, 2, 10522, 410, 6, 2], [1, 2, 62, 3071, 4, 1], [0, 2, 12, 162, 3436, 3], [0, 2, 9, 110, 7, 6521]]"
250,50,MLP_few,0.8929797056449252,0.9109647020033397,0.8929797056449252,0.9865737509735224,0.9783799169795159,"[[1025, 6, 492, 20, 47, 6], [0, 1829, 1, 2, 254, 10], [2, 15, 10499, 3, 412, 12], [0, 3, 91, 2846, 188, 13], [1, 9, 2, 1, 3599, 3], [1, 8, 1, 1, 109, 6529]]"
250,50,FT_full_RF,0.904476283093912,0.9325928068132061,0.904476283093912,0.9858166387666024,0.9823714350703702,"[[1245, 0, 340, 11, 0, 0], [0, 1793, 302, 1, 0, 0], [0, 1, 10938, 3, 0, 1], [0, 0, 183, 2957, 1, 0], [1, 3, 176, 182, 3253, 0], [1, 1, 281, 45, 1, 6320]]"
250,50,FT_full_MLP,0.937649995953072,0.9595959649737758,0.937649995953072,0.9908105200908385,0.9983813972714496,"[[1397, 1, 196, 1, 1, 0], [0, 1843, 252, 0, 0, 1], [0, 3, 10935, 2, 0, 3], [0, 1, 187, 2951, 1, 1], [1, 4, 171, 0, 3439, 0], [1, 5, 118, 0, 1, 6524]]"
250,50,FT_freeze_RF,0.9193403533178038,0.9436468589346868,0.9193403533178038,0.9878140596953443,0.9925108680371983,"[[1337, 0, 247, 12, 0, 0], [0, 1803, 287, 6, 0, 0], [0, 1, 10933, 8, 0, 1], [0, 0, 182, 2958, 1, 0], [1, 3, 172, 117, 3322, 0], [1, 1, 220, 54, 1, 6372]]"
250,50,FT_freeze_MLP,0.9451828075497392,0.9495611076200207,0.9451828075497392,0.9918724830330269,0.9984056550183983,"[[1453, 1, 99, 1, 42, 0], [0, 1847, 5, 0, 243, 1], [0, 6, 10526, 2, 406, 3], [0, 2, 7, 2953, 178, 1], [1, 4, 7, 1, 3602, 0], [1, 6, 12, 0, 107, 6523]]"
250,50,FT_decoder_RF,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,50,FT_decoder_MLP,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,50,FT_partial_RF,0.9334646355656192,0.9563050971366952,0.9334646355656192,0.9900682872665003,0.9808620823083459,"[[1410, 1, 173, 11, 1, 0], [0, 1788, 303, 1, 1, 3], [0, 1, 10934, 5, 0, 3], [0, 0, 182, 2957, 1, 1], [1, 2, 176, 10, 3425, 1], [1, 1, 147, 8, 1, 6491]]"
250,50,FT_partial_MLP,0.9243542997178514,0.9507761833882133,0.9243542997178514,0.9895932834680176,0.9983296499741017,"[[1278, 1, 306, 10, 1, 0], [0, 1829, 263, 0, 1, 3], [0, 1, 10935, 3, 1, 3], [0, 0, 186, 2953, 1, 1], [1, 2, 166, 3, 3442, 1], [1, 1, 119, 2, 2, 6524]]"
250,100,RF_original,0.8351289630144327,0.8094523884082091,0.8351289630144327,0.9809269490211631,0.9921598897992561,"[[430, 42, 29, 1095, 0, 0], [0, 2088, 2, 5, 0, 1], [0, 522, 9962, 456, 1, 2], [0, 179, 0, 2960, 1, 1], [1, 190, 1, 6, 3417, 0], [0, 341, 1, 8, 1, 6298]]"
250,100,MLP_original,0.9529703011752292,0.9542355040434253,0.9529703011752292,0.9925915965442432,0.9985698920479805,"[[1542, 0, 10, 1, 43, 0], [0, 1830, 10, 0, 251, 5], [1, 1, 10522, 3, 410, 6], [1, 0, 8, 2948, 182, 2], [1, 2, 4, 2, 3603, 3], [1, 2, 8, 0, 110, 6528]]"
250,100,RF_latent_zero,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,100,MLP_latent_zero,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,100,RF_few,0.9490748320926606,0.949273996550033,0.9490748320926606,0.9922562243080281,0.9759152320870451,"[[1488, 1, 55, 49, 2, 1], [0, 1837, 6, 248, 2, 3], [0, 1, 10523, 412, 2, 5], [0, 1, 19, 3117, 4, 0], [2, 2, 4, 169, 3435, 3], [1, 1, 6, 112, 3, 6526]]"
250,100,MLP_few,0.954196190745986,0.9514471808334517,0.954196190745986,0.9927225497196156,0.9859794255994906,"[[1530, 3, 19, 42, 2, 0], [0, 1840, 1, 245, 9, 1], [0, 13, 10509, 409, 10, 2], [0, 3, 9, 3125, 3, 1], [2, 5, 2, 161, 3445, 0], [1, 11, 3, 107, 8, 6519]]"
250,100,FT_full_RF,0.9365342710674338,0.9550740183365914,0.9365342710674338,0.989723421826668,0.9846525223600912,"[[1482, 0, 105, 8, 1, 0], [0, 1807, 281, 7, 1, 0], [0, 1, 10931, 10, 0, 1], [0, 0, 180, 2959, 2, 0], [1, 2, 173, 99, 3339, 1], [1, 1, 186, 51, 1, 6409]]"
250,100,FT_full_MLP,0.9502588703437646,0.9671883574845154,0.9502588703437646,0.9920063424206639,0.9985141616040504,"[[1516, 1, 77, 1, 1, 0], [0, 1844, 248, 0, 1, 3], [1, 5, 10931, 2, 1, 3], [0, 1, 186, 2951, 2, 1], [1, 3, 166, 1, 3442, 2], [1, 4, 117, 0, 2, 6525]]"
250,100,FT_freeze_RF,0.9355879989796372,0.9540310139395024,0.9355879989796372,0.9894938768122737,0.9824430165486279,"[[1487, 0, 101, 8, 0, 0], [0, 1803, 288, 4, 1, 0], [0, 1, 10933, 8, 0, 1], [0, 0, 180, 2959, 2, 0], [1, 2, 180, 111, 3321, 0], [1, 1, 188, 63, 1, 6395]]"
250,100,FT_freeze_MLP,0.9493522778342003,0.9666185789205808,0.9493522778342003,0.9919082699171399,0.9984914249838144,"[[1508, 1, 85, 1, 1, 0], [0, 1844, 249, 0, 1, 2], [1, 5, 10931, 2, 1, 3], [0, 1, 186, 2951, 2, 1], [1, 3, 168, 1, 3441, 1], [1, 5, 117, 0, 2, 6524]]"
250,100,FT_decoder_RF,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,100,FT_decoder_MLP,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,100,FT_partial_RF,0.9492617422346435,0.9660957087499078,0.9492617422346435,0.9916151485049173,0.9834028698688293,"[[1535, 1, 58, 1, 1, 0], [0, 1830, 262, 1, 2, 1], [1, 3, 10934, 3, 0, 2], [0, 0, 185, 2954, 1, 1], [1, 3, 180, 22, 3409, 0], [1, 1, 142, 1, 1, 6503]]"
250,100,FT_partial_MLP,0.951898952794151,0.9676827738150423,0.951898952794151,0.9921593226142557,0.9984581131395894,"[[1531, 2, 62, 0, 1, 0], [0, 1851, 244, 0, 0, 1], [2, 7, 10929, 2, 0, 3], [0, 6, 190, 2942, 2, 1], [2, 6, 164, 0, 3442, 1], [1, 8, 113, 0, 1, 6526]]"
250,150,RF_original,0.8351289630144327,0.8094523884082091,0.8351289630144327,0.9809269490211631,0.9921598897992561,"[[430, 42, 29, 1095, 0, 0], [0, 2088, 2, 5, 0, 1], [0, 522, 9962, 456, 1, 2], [0, 179, 0, 2960, 1, 1], [1, 190, 1, 6, 3417, 0], [0, 341, 1, 8, 1, 6298]]"
250,150,MLP_original,0.9529703011752292,0.9542355040434253,0.9529703011752292,0.9925915965442432,0.9985698920479805,"[[1542, 0, 10, 1, 43, 0], [0, 1830, 10, 0, 251, 5], [1, 1, 10522, 3, 410, 6], [1, 0, 8, 2948, 182, 2], [1, 2, 4, 2, 3603, 3], [1, 2, 8, 0, 110, 6528]]"
250,150,RF_latent_zero,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,150,MLP_latent_zero,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,150,RF_few,0.9518939235736991,0.9506940344558105,0.9518939235736991,0.9924418459503959,0.9924973457754266,"[[1525, 0, 24, 44, 2, 1], [0, 1829, 10, 243, 8, 6], [0, 5, 10518, 408, 4, 8], [0, 1, 21, 3112, 6, 1], [1, 4, 6, 167, 3433, 4], [1, 5, 5, 107, 4, 6527]]"
250,150,MLP_few,0.9502767391221248,0.9496906636699404,0.9502767391221248,0.9923927534899822,0.9980475926056805,"[[1501, 1, 48, 44, 2, 0], [0, 1831, 4, 249, 1, 11], [0, 6, 10518, 413, 2, 4], [0, 1, 12, 3123, 3, 2], [2, 8, 1, 167, 3434, 3], [1, 3, 5, 107, 2, 6531]]"
250,150,FT_full_RF,0.9403662457668941,0.9595119725718133,0.9403662457668941,0.9908504015129559,0.9878803625741002,"[[1486, 0, 101, 8, 1, 0], [0, 1791, 281, 22, 1, 1], [0, 1, 10935, 5, 0, 2], [0, 0, 182, 2957, 1, 1], [1, 2, 175, 52, 3384, 1], [1, 1, 125, 6, 1, 6515]]"
250,150,FT_full_MLP,0.9500338741014062,0.9673352532166394,0.9500338741014062,0.9920058663831437,0.9986121395032544,"[[1516, 1, 78, 0, 1, 0], [0, 1839, 251, 0, 1, 5], [1, 1, 10932, 2, 1, 6], [0, 0, 186, 2952, 1, 2], [1, 2, 167, 0, 3441, 4], [1, 2, 113, 0, 2, 6531]]"
250,150,FT_freeze_RF,0.9395784084121991,0.9583811698754733,0.9395784084121991,0.990814856687591,0.9972283254731048,"[[1482, 0, 103, 11, 0, 0], [0, 1792, 271, 31, 1, 1], [0, 1, 10932, 8, 0, 2], [0, 0, 181, 2958, 1, 1], [1, 2, 171, 67, 3373, 1], [1, 1, 119, 10, 1, 6517]]"
250,150,FT_freeze_MLP,0.9514631510851402,0.9536923703787018,0.9514631510851402,0.9924983500455635,0.9985952861051852,"[[1516, 1, 37, 0, 42, 0], [0, 1839, 8, 0, 244, 5], [1, 1, 10525, 2, 408, 6], [0, 0, 5, 2955, 179, 2], [1, 2, 5, 0, 3603, 4], [1, 2, 7, 0, 108, 6531]]"
250,150,FT_decoder_RF,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,150,FT_decoder_MLP,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,150,FT_partial_RF,0.947064100220413,0.9649859943802589,0.947064100220413,0.9914580471211587,0.9838738154354242,"[[1521, 1, 72, 1, 1, 0], [0, 1816, 277, 1, 1, 1], [0, 1, 10937, 2, 1, 2], [0, 0, 186, 2953, 1, 1], [1, 2, 179, 19, 3413, 1], [1, 1, 133, 2, 1, 6511]]"
250,150,FT_partial_MLP,0.9502536309006357,0.9672211736600204,0.9502536309006357,0.9920272792289989,0.9984788559989296,"[[1517, 1, 77, 0, 1, 0], [0, 1846, 245, 0, 0, 5], [1, 2, 10933, 2, 1, 4], [0, 3, 190, 2943, 4, 1], [2, 3, 165, 0, 3442, 3], [1, 3, 113, 0, 2, 6530]]"
250,200,RF_original,0.8351289630144327,0.8094523884082091,0.8351289630144327,0.9809269490211631,0.9921598897992561,"[[430, 42, 29, 1095, 0, 0], [0, 2088, 2, 5, 0, 1], [0, 522, 9962, 456, 1, 2], [0, 179, 0, 2960, 1, 1], [1, 190, 1, 6, 3417, 0], [0, 341, 1, 8, 1, 6298]]"
250,200,MLP_original,0.9529703011752292,0.9542355040434253,0.9529703011752292,0.9925915965442432,0.9985698920479805,"[[1542, 0, 10, 1, 43, 0], [0, 1830, 10, 0, 251, 5], [1, 1, 10522, 3, 410, 6], [1, 0, 8, 2948, 182, 2], [1, 2, 4, 2, 3603, 3], [1, 2, 8, 0, 110, 6528]]"
250,200,RF_latent_zero,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,200,MLP_latent_zero,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,200,RF_few,0.9532511462852794,0.9518531428929607,0.9532511462852794,0.9926056855200525,0.9947231457031777,"[[1535, 0, 17, 41, 2, 1], [1, 1822, 15, 244, 6, 8], [1, 1, 10520, 408, 2, 11], [0, 1, 10, 3126, 1, 3], [1, 4, 8, 161, 3434, 7], [1, 2, 7, 106, 4, 6529]]"
250,200,MLP_few,0.9545306412183328,0.9522378721306048,0.9545306412183328,0.9928402160774912,0.9981635899403938,"[[1536, 2, 13, 44, 1, 0], [1, 1832, 2, 250, 1, 10], [1, 3, 10517, 411, 2, 9], [0, 0, 3, 3133, 2, 3], [4, 8, 1, 164, 3433, 5], [1, 2, 3, 107, 3, 6533]]"
250,200,FT_full_RF,0.9440015003970226,0.9621066590303834,0.9440015003970226,0.9911853055585288,0.9880891759867388,"[[1491, 1, 93, 10, 1, 0], [0, 1825, 264, 5, 1, 1], [0, 1, 10934, 6, 0, 2], [0, 1, 181, 2957, 1, 1], [1, 2, 171, 37, 3403, 1], [1, 1, 131, 18, 1, 6497]]"
250,200,FT_full_MLP,0.9520191492787761,0.9538001578202854,0.9520191492787761,0.9925378256809184,0.9985643135450849,"[[1519, 1, 33, 1, 42, 0], [0, 1845, 5, 0, 243, 3], [1, 5, 10525, 2, 407, 3], [0, 1, 9, 2952, 178, 1], [1, 3, 4, 1, 3603, 3], [1, 4, 8, 0, 108, 6528]]"
250,200,FT_freeze_RF,0.9432574834802492,0.9618364247908993,0.9432574834802492,0.9910855034586626,0.9879158741192821,"[[1480, 1, 109, 5, 1, 0], [0, 1836, 258, 1, 0, 1], [0, 2, 10934, 5, 0, 2], [0, 1, 181, 2957, 1, 1], [1, 4, 176, 45, 3389, 0], [1, 1, 134, 8, 1, 6504]]"
250,200,FT_freeze_MLP,0.9504163634168884,0.9527915009643843,0.9504163634168884,0.9923603703605325,0.9985350913683528,"[[1504, 1, 49, 0, 42, 0], [0, 1847, 3, 0, 243, 3], [1, 6, 10525, 2, 406, 3], [0, 2, 9, 2951, 178, 1], [1, 3, 7, 0, 3601, 3], [1, 5, 10, 0, 107, 6526]]"
250,200,FT_decoder_RF,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,200,FT_decoder_MLP,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,200,FT_partial_RF,0.947155307069158,0.9644861388317527,0.947155307069158,0.9914340041844528,0.9833436343743894,"[[1530, 1, 63, 1, 1, 0], [0, 1813, 278, 3, 1, 1], [0, 1, 10934, 6, 0, 2], [0, 0, 184, 2955, 1, 1], [1, 2, 178, 34, 3399, 1], [1, 1, 130, 6, 1, 6510]]"
250,200,FT_partial_MLP,0.9519962830218699,0.9681697247671482,0.9519962830218699,0.9921846341574497,0.998479234698681,"[[1533, 2, 60, 0, 1, 0], [0, 1845, 246, 0, 0, 5], [1, 3, 10929, 2, 3, 5], [0, 2, 187, 2947, 4, 1], [2, 3, 165, 0, 3442, 3], [1, 3, 113, 0, 2, 6530]]"
250,250,RF_original,0.8351289630144327,0.8094523884082091,0.8351289630144327,0.9809269490211631,0.9921598897992561,"[[430, 42, 29, 1095, 0, 0], [0, 2088, 2, 5, 0, 1], [0, 522, 9962, 456, 1, 2], [0, 179, 0, 2960, 1, 1], [1, 190, 1, 6, 3417, 0], [0, 341, 1, 8, 1, 6298]]"
250,250,MLP_original,0.9529703011752292,0.9542355040434253,0.9529703011752292,0.9925915965442432,0.9985698920479805,"[[1542, 0, 10, 1, 43, 0], [0, 1830, 10, 0, 251, 5], [1, 1, 10522, 3, 410, 6], [1, 0, 8, 2948, 182, 2], [1, 2, 4, 2, 3603, 3], [1, 2, 8, 0, 110, 6528]]"
250,250,RF_latent_zero,0.7146477742735585,0.7233775677246435,0.7146477742735585,0.9458825289581886,0.9631332713204245,"[[1261, 0, 324, 11, 0, 0], [0, 1492, 518, 86, 0, 0], [0, 1, 10931, 11, 0, 0], [0, 0, 182, 2959, 0, 0], [1, 1, 170, 1784, 1659, 0], [1, 1, 809, 3270, 1, 2567]]"
250,250,MLP_latent_zero,0.9475014195881576,0.9657852899840339,0.9475014195881576,0.9915464892177418,0.9936908906378799,"[[1505, 1, 89, 0, 1, 0], [0, 1832, 263, 0, 0, 1], [0, 1, 10937, 3, 0, 2], [0, 0, 188, 2952, 1, 0], [1, 2, 176, 1, 3435, 0], [1, 2, 138, 1, 1, 6506]]"
250,250,RF_few,0.9525504642034366,0.951341128362743,0.9525504642034366,0.9925200529470163,0.9966482919323352,"[[1534, 1, 19, 41, 1, 0], [0, 1818, 20, 244, 6, 8], [1, 2, 10522, 408, 0, 10], [0, 2, 6, 3125, 1, 7], [1, 5, 7, 161, 3429, 12], [1, 2, 9, 106, 3, 6528]]"
